,VISIBILITY,RDSFCOND,SPEEDING,AG_DRIV,ALCOHOL,REDLIGHT,OVER70,NEWDRIVER,IMPACTYPE,ACCLASS
207,Clear,Dry,0,1,0,0,0,0,Other,0
208,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,1
209,Clear,Dry,0,0,1,0,0,0,SMV Other,0
210,Clear,Dry,0,0,0,0,0,0,Other,0
211,Clear,Dry,0,0,0,0,0,0,Other,0
212,Clear,Dry,0,0,0,0,0,0,Other,0
213,Clear,Dry,0,0,0,0,0,0,Other,0
214,Clear,Dry,0,0,0,0,0,0,Other,0
215,Clear,Dry,1,1,0,0,0,0,Rear End,0
216,Clear,Dry,1,1,0,0,0,0,Rear End,0
217,Clear,Dry,1,1,0,0,0,0,Rear End,0
218,Clear,Dry,1,1,0,0,0,0,Rear End,0
219,Clear,Dry,1,1,0,0,0,0,Rear End,0
220,Clear,Dry,1,1,0,0,0,0,Rear End,0
221,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
222,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
223,Clear,Dry,0,1,0,0,1,0,Pedestrian Collisions,0
224,Clear,Dry,1,1,0,1,0,0,Other,0
225,Clear,Dry,1,1,0,1,0,0,Other,0
226,Clear,Dry,1,1,0,1,0,0,Other,0
227,Clear,Dry,1,1,0,1,0,0,Other,0
228,Clear,Dry,1,1,0,1,0,0,Other,0
229,Clear,Dry,1,1,0,1,0,0,Other,0
230,Clear,Dry,0,1,0,0,1,0,Pedestrian Collisions,1
231,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,1
232,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,1
233,Snow,Other,1,1,0,0,0,0,SMV Other,0
234,Snow,Other,1,1,0,0,0,0,SMV Other,0
235,Rain,Wet,0,1,0,0,0,0,Pedestrian Collisions,0
236,Rain,Wet,0,1,0,0,0,0,Pedestrian Collisions,0
237,Rain,Wet,0,1,0,0,0,0,Pedestrian Collisions,0
238,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
239,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
240,Clear,Dry,1,1,0,0,0,0,SMV Other,0
241,Clear,Dry,1,1,0,0,0,0,SMV Other,0
242,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,1
243,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,1
244,Clear,Dry,0,0,0,0,1,0,Pedestrian Collisions,1
245,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
246,Clear,Dry,0,1,0,0,1,0,Pedestrian Collisions,0
247,Clear,Dry,0,1,0,1,0,0,Turning Movement,0
248,Clear,Dry,0,1,0,1,0,0,Turning Movement,0
249,Clear,Dry,0,1,0,1,0,0,Turning Movement,0
250,Clear,Dry,0,1,0,0,1,0,Pedestrian Collisions,0
251,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
252,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
253,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
254,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
255,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
256,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
257,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
258,Snow,Wet,1,1,0,0,0,1,SMV Other,0
259,Snow,Wet,1,1,0,0,0,0,SMV Other,0
260,Snow,Wet,1,1,0,0,0,0,SMV Other,0
261,Snow,Wet,1,1,0,0,0,0,SMV Other,0
262,Snow,Wet,1,1,0,0,0,0,SMV Other,0
263,Clear,Loose Snow,1,1,0,0,0,1,SMV Other,0
264,Clear,Loose Snow,1,1,0,0,0,1,SMV Other,0
265,Clear,Loose Snow,1,1,0,0,0,1,SMV Other,0
266,Clear,Loose Snow,1,1,0,0,0,1,SMV Other,0
267,Clear,Loose Snow,1,1,0,0,0,0,SMV Other,0
268,Clear,Loose Snow,1,1,0,0,0,1,SMV Other,0
269,Clear,Dry,1,1,0,0,0,0,Pedestrian Collisions,1
270,Clear,Dry,1,1,0,0,0,0,Pedestrian Collisions,1
271,Clear,Dry,1,1,0,0,0,0,Pedestrian Collisions,1
272,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
273,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
274,Clear,Wet,0,1,0,0,0,0,Cyclist Collisions,0
275,Clear,Wet,0,1,0,0,0,0,Cyclist Collisions,0
276,Clear,Wet,0,1,0,0,0,0,Cyclist Collisions,0
277,Clear,Dry,0,0,0,0,0,0,SMV Other,0
278,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
279,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
280,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
281,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
282,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
283,Clear,Dry,0,0,0,0,1,0,Cyclist Collisions,0
284,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
285,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
286,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
287,Clear,Dry,0,0,1,0,0,1,Other,1
288,Clear,Dry,0,0,1,0,0,0,Other,1
289,Clear,Dry,0,0,1,0,0,0,Other,1
290,Clear,Dry,0,0,1,0,0,0,Other,1
291,Clear,Dry,0,0,1,0,0,0,Other,1
292,Clear,Dry,0,0,1,0,0,0,Other,1
293,Clear,Dry,0,0,1,0,0,0,Other,1
294,Clear,Dry,0,0,0,0,0,0,Rear End,1
295,Clear,Dry,0,0,0,0,0,0,Rear End,1
296,Clear,Dry,0,0,0,0,0,0,Rear End,1
297,Clear,Dry,0,0,0,0,0,0,Rear End,1
298,Clear,Dry,0,0,0,0,0,0,Rear End,1
299,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,1
300,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,1
301,Clear,Dry,0,0,1,0,0,0,SMV Other,0
302,Rain,Wet,0,1,0,0,0,0,Turning Movement,0
303,Clear,Dry,0,0,0,0,0,0,SMV Other,0
304,Clear,Dry,0,0,1,0,0,0,SMV Other,0
305,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,1
306,Clear,Dry,0,1,0,0,0,1,Other,0
307,Rain,Wet,0,1,0,0,0,0,Turning Movement,0
308,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,1
309,Clear,Dry,0,0,1,0,0,0,SMV Other,0
310,Clear,Dry,0,0,0,0,0,0,SMV Other,0
311,Rain,Wet,0,0,0,0,1,0,Pedestrian Collisions,0
312,Clear,Dry,0,1,0,0,0,0,Other,0
313,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,1
314,Clear,Dry,0,0,1,0,0,0,SMV Other,0
315,Clear,Dry,0,0,0,0,1,0,Pedestrian Collisions,1
316,Clear,Dry,0,0,0,0,0,0,SMV Other,0
317,Clear,Dry,0,1,0,0,0,1,Other,0
318,Rain,Wet,0,0,0,0,1,0,Pedestrian Collisions,0
319,Clear,Dry,0,0,0,0,0,0,SMV Other,0
320,Clear,Dry,0,0,1,0,0,0,SMV Other,0
321,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
322,Clear,Dry,1,1,1,0,0,0,Other,0
323,Rain,Wet,0,0,0,0,0,1,Pedestrian Collisions,0
324,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
325,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
326,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,1
327,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
328,Rain,Wet,0,0,0,0,0,0,Pedestrian Collisions,0
329,Clear,Dry,1,1,1,0,0,0,Other,0
330,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
331,Clear,Dry,0,1,0,0,1,0,Pedestrian Collisions,1
332,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
333,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
334,Clear,Dry,1,1,0,0,0,0,SMV Other,0
335,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
336,Clear,Dry,0,0,0,0,1,0,Other,0
337,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
338,Clear,Dry,1,1,0,0,0,0,SMV Other,0
339,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
340,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
341,Clear,Dry,1,1,0,0,0,0,SMV Other,0
342,Clear,Dry,0,0,0,0,0,0,Other,0
343,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
344,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
345,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
346,Clear,Dry,0,1,0,1,0,0,Other,0
347,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
348,Clear,Wet,1,1,0,0,0,1,SMV Other,1
349,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
350,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
351,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
352,Clear,Wet,1,1,0,0,0,1,SMV Other,1
353,Clear,Dry,0,1,0,0,0,0,Other,0
354,Clear,Dry,1,1,0,0,0,0,Pedestrian Collisions,0
355,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
356,Clear,Dry,0,0,0,0,0,0,Other,0
357,Clear,Wet,1,1,0,0,0,1,SMV Other,1
358,Clear,Dry,0,1,0,1,0,0,Other,0
359,Clear,Dry,1,1,0,0,0,0,Pedestrian Collisions,0
360,Clear,Dry,0,1,0,0,0,0,Other,0
361,Clear,Dry,0,0,0,0,0,0,Other,0
362,Clear,Dry,0,1,0,1,1,0,Other,0
363,Clear,Wet,1,1,0,0,0,0,SMV Other,1
364,Clear,Dry,1,1,0,0,0,0,Pedestrian Collisions,0
365,Clear,Dry,0,1,0,0,0,0,Other,0
366,Clear,Dry,0,0,0,0,0,0,Other,0
367,Clear,Dry,0,1,0,1,0,0,Other,0
368,Clear,Wet,1,1,0,0,0,1,SMV Other,1
369,Clear,Dry,1,1,0,0,0,0,Pedestrian Collisions,0
370,Clear,Wet,1,1,0,0,0,0,SMV Other,1
371,Clear,Dry,0,0,0,0,0,0,Other,0
372,Clear,Dry,0,1,0,1,0,0,Other,0
373,Clear,Dry,0,1,0,0,0,0,Other,0
374,Clear,Dry,1,1,0,0,0,0,Other,0
375,Clear,Dry,1,1,0,0,0,0,Pedestrian Collisions,0
376,Other,Other,1,1,0,0,0,0,Pedestrian Collisions,0
377,Clear,Dry,0,1,0,1,0,0,Other,0
378,Clear,Dry,0,1,0,0,0,0,Other,0
379,Clear,Dry,1,1,0,0,0,0,Other,0
380,Clear,Dry,1,1,0,0,0,0,Other,0
381,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
382,Other,Other,1,1,0,0,0,0,Pedestrian Collisions,0
383,Clear,Dry,0,1,0,0,0,0,Other,0
384,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
385,Other,Other,1,1,0,0,1,0,Pedestrian Collisions,0
386,Clear,Dry,0,0,0,0,0,0,Turning Movement,0
387,Clear,Dry,0,1,0,0,0,1,Pedestrian Collisions,0
388,Clear,Dry,0,0,0,0,0,0,Turning Movement,0
389,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
390,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
391,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
392,Clear,Dry,0,0,0,0,0,0,Turning Movement,0
393,Clear,Dry,0,0,0,0,0,0,Turning Movement,0
394,Clear,Dry,0,1,0,0,1,0,Cyclist Collisions,0
395,Clear,Dry,0,1,0,0,0,0,Rear End,0
396,Clear,Dry,0,0,0,0,0,0,Turning Movement,0
397,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
398,Clear,Dry,0,0,0,0,0,0,Turning Movement,0
399,Clear,Dry,0,1,0,0,1,0,Cyclist Collisions,0
400,Clear,Dry,0,1,0,0,0,0,Rear End,0
401,Clear,Dry,0,0,0,0,0,0,Turning Movement,0
402,Clear,Dry,0,0,0,0,0,0,Pedestrian Collisions,0
403,Rain,Wet,0,0,0,0,0,0,SMV Other,0
404,Clear,Dry,0,0,0,0,0,0,Turning Movement,0
405,Rain,Wet,0,0,0,0,0,0,Pedestrian Collisions,1
406,Clear,Dry,0,1,0,0,0,0,Rear End,0
407,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
408,Rain,Wet,0,0,0,0,0,0,Pedestrian Collisions,1
409,Rain,Wet,0,0,0,0,0,0,Pedestrian Collisions,0
410,Clear,Dry,0,0,0,0,0,0,Turning Movement,0
411,Clear,Dry,0,0,0,0,0,0,SMV Other,0
412,Clear,Dry,0,1,0,0,0,0,Pedestrian Collisions,0
413,Clear,Dry,0,1,0,0,0,0,Turning Movement,0
414,Clear,Dry,0,1,0,0,1,0,Pedestrian Collisions,0
415,Clear,Dry,0,0,0,0,1,0,SMV Other,0
416,Rain,Wet,0,0,0,0,0,0,Pedestrian Collisions,0
417,Clear,Dry,0,0,0,0,0,0,Turning Movement,0
418,Clear,Dry,0,0,0,0,0,0,SMV Other,0
419,Clear,Dry,0,1,0,0,1,0,SMV Other,1
420,Clear,Dry,0,1,0,0,0,0,Turning Movement,0
421,Rain,Wet,0,1,0,0,0,0,Pedestrian Collisions,0
422,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
423,Rain,Wet,0,0,0,0,0,0,Turning Movement,0
424,Clear,Dry,0,1,0,0,1,0,SMV Other,1
425,Rain,Wet,0,0,0,0,0,0,Turning Movement,0
426,Clear,Dry,0,1,0,0,0,0,Turning Movement,0
427,Rain,Wet,0,1,0,0,0,0,Pedestrian Collisions,0
428,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
429,Clear,Dry,0,1,0,0,0,0,Turning Movement,0
430,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
431,Rain,Wet,0,0,0,0,0,0,Pedestrian Collisions,0
432,Rain,Wet,0,0,0,0,0,0,Turning Movement,0
433,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
434,Rain,Wet,1,1,0,0,0,1,Pedestrian Collisions,0
435,Rain,Wet,0,0,0,0,0,0,Pedestrian Collisions,0
436,Clear,Dry,0,0,0,0,0,0,Cyclist Collisions,0
437,Rain,Wet,1,1,0,0,0,0,Pedestrian Collisions,0
438,Rain,Wet,0,0,0,0,0,0,Pedestrian Collisions,0
